公告id	股东全称	股东简称	变动截止日期	变动价格	变动数量	变动后持股数	变动后持股比例
1650114	包头雅本投资管理有限公司	雅本投资	2015-05-14	23.86	500000		
1650114	新余科盈投资管理有限公司	科盈投资	2015-05-20	22.07	1610000		
1650114	新余科盈投资管理有限公司	科盈投资	2015-05-26	26.94	390000	32206293	0.1067
16503452	启东市华虹电子有限公司	华虹电子	2017-05-31	10098800	1491595		
16503452	启东市华虹电子有限公司	华虹电子	2017-06-01	20056931	2899881		
16503452	启东市华虹电子有限公司	华虹电子	2017-06-02	15116032	2111221		
16503452	启东市华虹电子有限公司	华虹电子	2017-07-07	5151400	670000		
16504104	上海集观投资中心(有限合伙)	上海集观	2017-08-09	20.89	3002689	49328062	0.0549
1650488	广东知光生物科技有限公司	广东知光	2015-05-25	48.28	2000000		
1650488	广东知光生物科技有限公司	广东知光	2015-05-26	50.88	2000000	77922000	0.3155
16509952	深业沙河(集团)有限公司	沙河集团	2017-01-18		2536710		
16509952	深业沙河(集团)有限公司	沙河集团	2017-08-11		1485259	68613391	0.3402
16515383	中科汇通(深圳)股权投资基金有限公司	中科汇通	2017-08-14	7.98	300	149435200000	0.05
1651924	广东德美精细化工股份有限公司	德美化工	2015-05-27	13.95	8600000	8600000	0.0498
1651930	云南铜业(集团)有限公司	云铜集团	2015-05-25	17.84	3703000		
1651930	云南铜业(集团)有限公司	云铜集团	2015-05-27	18.24	67097000	611548800	0.4318
1652447	纳路控股(香港)有限公司	纳路香港	2015-05-27	20.59	5000000	30750000	0.1177
1652454	西北有色金属研究院	西北院	2015-05-26	29	442247		
1652454	西北有色金属研究院	西北院	2015-05-27	29.09	1060849		
1652454	西北有色金属研究院	西北院	2015-05-28	28.48	243200	61946893	0.3547
16527190	科华银赛创业投资有限公司	科华银赛	2017-08-14	23.96	515800	4784200	0.0467
16549105	浙江宏润控股有限公司	宏润控股	2017-02-22	7	43000000	452363600	0.4103
1655478	乌鲁木齐曜丰股权投资有限合伙企业	曜丰投资	2015-05-22	30.9	1000000		
1655478	乌鲁木齐曜丰股权投资有限合伙企业	曜丰投资	2015-06-01	36.32	500000	6092400	0.0568
16559120	山东省高新技术创业投资有限公司	高新投	2017-06-22	9.08	800000		
1656597	江苏大洋投资有限公司	大洋投资	2015-06-01	19.48	2700000	133987500	0.4963
1656967	深圳市融信南方投资有限公司	融信南方	2015-05-27	27.47	9000000		
1656967	深圳市融信南方投资有限公司	融信南方	2015-06-01	29.28	9000000	131294059	0.1435
1659353	黄伟国		2015-06-03	8.76	8200000	33800000	0.0406
1659353	上海国骏投资有限公司	国骏投资	2015-06-04	8.65	12000000	175672500	0.2111
1661236	北京市华远集团有限公司	北京华远	2015-06-05		5355700		
1661236	深圳市新海投资控股有限公司	深圳新海	2015-06-05		9000000	14355700	0.0135
16617474	深圳市创新投资集团有限公司	深创投	2017-05-10	12.1	2350000		
16617474	深圳市创新投资集团有限公司	深创投	2017-05-18	12.59	200000		
16617474	深圳市创新投资集团有限公司	深创投	2017-05-19	12.99	100000		
16617474	深圳市创新投资集团有限公司	深创投	2017-05-22	13.21	150000		
16617474	深圳市创新投资集团有限公司	深创投	2017-07-10	10.67	100000		
16617474	深圳市创新投资集团有限公司	深创投	2017-07-11	10.55	20000		
16617474	深圳市创新投资集团有限公司	深创投	2017-07-12	10.3	50000		
16617474	深圳市创新投资集团有限公司	深创投	2017-07-13	10.28	173700		
16617474	深圳市创新投资集团有限公司	深创投	2017-08-25	9.71	162100		
16617474	深圳市创新投资集团有限公司	深创投	2017-08-28	9.75	264900	16529300	0.05
1662140	四川省峨眉山乐山大佛旅游集团总公司	集团总公司	2015-06-05	17.19	6000000	180347250	0.3423
1662545	东海基金管理有限责任公司管理的东海基金-工商银行-东海基金-鑫龙50号资产管理计划	东海基金资管计划	2015-06-05		6000000		
1662545	东海基金管理有限责任公司管理的东海基金-工商银行-东海基金-鑫龙50号资产管理计划	东海基金资管计划	2015-06-05		10000000		
1662545	东海基金管理有限责任公司管理的东海基金-工商银行-东海基金-鑫龙50号资产管理计划	东海基金资管计划	2015-06-05		13800000		
16640124	北京立威特投资有限责任公司	立威特	2017-07-19	33.867	210837	29010837	0.256
16656640	高新投资发展有限公司	高新公司	2017-09-04	22.4	950000		
16656640	高新投资发展有限公司	高新公司	2017-09-05	22.02	430000	36540000	0.1324
1665851	青岛汉河集团股份有限公司	汉河集团	2015-06-09	20.48	48490000		
1665851	青岛汉河集团股份有限公司	汉河集团	2015-06-10	21	5100000	805502360	0.7506
1665908	永新国财创业投资有限公司	永新国财	2015-06-10	5.73	50500000	127597300	0.0499
16665243	深圳嘉谟资本管理有限公司-嘉谟逆向证券投资基金	嘉谟逆向基金	2017-09-07	31.56		19860000	0.1552
16669163	北京和谐成长投资中心(有限合伙)	和谐成长	2017-03-16	20.4	308000	13972000	0.0499
16673163	拉萨市达实投资发展有限公司	达实投资	2017-09-06	6.39	19252400	380969131	0.1981
1667745	江苏大洋投资有限公司	大洋投资	2015-06-02	20.51	2300000		
1667745	江苏大洋投资有限公司	大洋投资	2015-06-11	19.71	2700000	128987500	0.4777
16684400	新疆成农远大股权投资有限合伙企业	成农投资	2017-08-15	11.06	1003000		
16684400	新疆成农远大股权投资有限合伙企业	成农投资	2017-08-16	11.11	480000		
16684400	新疆成农远大股权投资有限合伙企业	成农投资	2017-08-17	11.11	905000		
16684400	新疆成农远大股权投资有限合伙企业	成农投资	2017-08-22	11.4	226800		
16684400	新疆成农远大股权投资有限合伙企业	成农投资	2017-08-29	11.11	47100		
16684400	新疆成农远大股权投资有限合伙企业	成农投资	2017-09-07	11.63	407600		
16684400	新疆成农远大股权投资有限合伙企业	成农投资	2017-09-11	11.94	584100		
16684400	新疆成农远大股权投资有限合伙企业	成农投资	2017-09-12	11.96	143600		
16684400	新疆成农远大股权投资有限合伙企业	成农投资	2017-09-13	11.73	8100	152161667	0.3999
16693353	好利来控股有限公司	好利来控股	2017-09-15	58	1333600	30166400	0.4524
16693511	深圳市市政工程总公司	深圳市市政工程总公司	2017-09-15	10.98	7001820	51965388	0.0736
1669480	常州高新技术风险投资有限公司	常高新风投	2014-09-26	20.23	5616213		
1669480	常州高新技术风险投资有限公司	常高新风投	2015-06-12	43.58	2378556	12047231	0.0753
16698410	深圳昊天股权投资基金管理有限公司	深圳昊天	2017-07-03	44.93	342100		
16698410	深圳昊天股权投资基金管理有限公司	深圳昊天	2017-09-07	41	10000		
16698410	深圳昊天股权投资基金管理有限公司	深圳昊天	2017-09-12	40.21	32600		
16698410	深圳昊天股权投资基金管理有限公司	深圳昊天	2017-09-14	38.41	105300	4520000	0.0484
16707357	中通投资有限公司	中通投资	2017-09-14	12.42	10487460		
16707357	中通投资有限公司	中通投资	2017-09-20	12.402	2625380	96147204	0.1834
1670863	山煤投资集团有限公司	山煤投资	2015-06-15		9404008		
1670863	山煤投资集团有限公司	山煤投资	2015-06-16		2880000	1138532430	0.5743
16711993	创金合信永泰3号资产管理计划		2017-09-11	17.41	270000		
16711993	创金合信永泰3号资产管理计划		2017-09-12	17.51	900000		
16711993	创金合信永泰3号资产管理计划		2017-09-13	17.49	1257300		
16711993	创金合信永泰3号资产管理计划		2017-09-14	17.85	20000		
16711993	创金合信永泰3号资产管理计划		2017-09-15	17.7	183800		
16711993	创金合信永泰3号资产管理计划		2017-09-21	17.13	3922751	40000000	0.0815
16712244	封其华		2017-07-25	18.316	280000		
16712244	封其华		2017-07-26	18.37	217000		
16712244	封其华		2017-07-27	17.951	170000		
16712244	封其华		2017-07-28	19.143	130000		
16712244	封其华		2017-09-01	21.5	100000		
16712244	封其华		2017-09-04	21.647	92100		
16712244	封其华		2017-09-05	22.23	75700		
16712244	封其华		2017-09-07	22.305	166600		
16712244	封其华		2017-09-11	21.5	250700		
16712244	封其华		2017-09-20	20.686	2031100		
16712556	海南雅安居物业服务有限公司	海南雅安居	2017-09-21	10.058	2370610		
16712556	海南雅安居物业服务有限公司	海南雅安居	2017-09-15	9.757	8205800	72091780	0.198
16720981	通用技术创业投资有限公司		2017-09-19	15.1	1800000		
16720981	通用技术创业投资有限公司		2017-09-20	14.918	38800		
16720981	通用技术创业投资有限公司		2017-09-21	15.015	751350		
16720981	通用技术创业投资有限公司		2017-09-22	15.003	443200	18789227	0.0619
16721225	张绪生		2017-09-25	17.7	966900		
16721225	吴和俊		2017-09-21	17.93	223580		
16721655	苏麒安		2015-12-08	36711200	1300000		
16721655	苏麒安		2017-09-15	8226282	574800		
16721655	苏麒安		2017-09-18	11101792.52	778302		
16721655	苏麒安		2017-09-19	5035073	351000		
16721655	苏麒安		2017-09-20	1772608	123800		
16721655	苏麒安		2017-09-20	60425000	4300000		
16721655	苏麒安		2017-09-21	7591591.5	528490		
16721655	苏麒安		2017-09-22	20163406.94	1402900	9359292	0.0144
16738567	中交西安筑路机械有限公司	中交西筑	2017-05-17	15.86	1005000		
16738567	中交西安筑路机械有限公司	中交西筑	2017-05-18	17.49	1030000		
16738567	中交西安筑路机械有限公司	中交西筑	2017-05-19	19.24	500000	20000000	0.0579
16751856	周儒欣		2017-07-14	28.1	789700		
16751856	周儒欣		2017-07-19	25.94	3129000		
16751856	周儒欣		2017-07-20	25.88	1208900		
16751856	周儒欣		2017-09-07	24.42	5116164	171141518	0.3338
16793773	上海成善股权投资合伙企业(有限合伙)	上海成善	2017-09-07	30.88	288000		
16793773	上海成善股权投资合伙企业(有限合伙)	上海成善	2017-09-11	34.02	91340		
16793773	上海成善股权投资合伙企业(有限合伙)	上海成善	2017-09-19	33.7	310000	3810660	0.0318
16803637	冯忠		2017-08-31	8.396	1080000		
16803637	冯忠		2017-09-01	8.451	700000	14920803	0.0433
16803637	冯志凌		2017-08-28	8.607	30100		
16803637	冯志凌		2017-08-29	8.479	1300000	9339983	0.0271
16803637	苏州益宇投资中心(有限合伙)	益宇投资	2017-08-17	8.41	120000		
16803637	苏州益宇投资中心(有限合伙)	益宇投资	2017-08-18	8.42	190000	2332990	0.0068
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-04	11.36	1000000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-06	11.02	800000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-07	11.2	800000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-10	11.17	500000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-11-27	11.27	1000000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-12-02	11.05	1000000		
1682068	新沂市华益投资管理有限公司	华益投资	2014-12-15	11.53	500000		
1682068	新沂市华益投资管理有限公司	华益投资	2015-06-05	26.1	500000	35916320	0.1685
16853707	王维平		2017-11-01	28.98	313950	3874443	0.012
16883456	成都市银河工业(集团)有限公司	银河集团	2017-09-13	24.35	1980400	104123998	0.3222
16887749	吉林化纤集团有限责任公司	化纤集团	2017-05-12		4051200		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-05-24		1460000		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-01		3000000		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-13		1494802		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-15		1300000		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-22		1241251		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-25		2848500		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-27		2965715		
16887749	吉林化纤集团有限责任公司	化纤集团	2017-09-28		1638600		
16892347	江西洪都航空工业股份有限公司	洪都航空	2017-10-26	13.19	1623300	26976900	0.0457
16906070	河南省宛西控股股份有限公司	宛西控股	2017-11-20		650000	114670297	0.3435
16914621	张旻		2017-11-21	28.63	2076100		
16914980	云南省能源投资集团有限公司	云南能投集团	2016-11-25	17.66	2770800		
16914980	云南省能源投资集团有限公司	云南能投集团	2016-12-15	16.8	3607588		
16914980	云南省能源投资集团有限公司	云南能投集团	2017-01-20	16.92	2325500		
16914980	云南省能源投资集团有限公司	云南能投集团	2017-04-26	15.45	1300000		
16914980	云南省能源投资集团有限公司	云南能投集团	2017-05-12	13.37	300000	196931018	0.3527
16915294	曲水信佳科技有限公司	信佳科技	2017-11-01	6.11	32854400		
16915294	曲水信佳科技有限公司	信佳科技	2017-11-09	7.086	32854400		
16915294	曲水信佳科技有限公司	信佳科技	2017-11-16	5.99	16075400		
16915294	曲水信佳科技有限公司	信佳科技	2017-11-22	5.69	352000	379795610	0.1156
16915456	深圳市大晟资产管理有限公司	大晟资产	2017-11-16	15.24	657700		
16915456	深圳市大晟资产管理有限公司	大晟资产	2017-11-17	15.17	605600		
16915456	深圳市大晟资产管理有限公司	大晟资产	2017-11-20	15.7	643291		
16915456	深圳市大晟资产管理有限公司	大晟资产	2017-11-22	16.13	1255284	29161875	0.1458
1691561	中科汇通(深圳)股权投资基金有限公司	中科汇通	2015-07-07	10.04	8238200		0.0501
16919071	河南省宛西控股股份有限公司	宛西控股	2017-11-21		2318958		
16919071	河南省宛西控股股份有限公司	宛西控股	2017-11-23		200000	117189255	0.3511
16928447	安徽新力投资集团有限公司	新力投资	2017-11-02	2948	0.438		
16928447	安徽新力投资集团有限公司	新力投资	2017-11-27	3388	0.606		
16932323	黄山永佳投资有限公司	永佳投资	2017-10-27	12.42	580000		
16932323	黄山永佳投资有限公司	永佳投资	2017-11-28	11.81	2795476		
16932467	君康人寿保险股份有限公司	君康人寿	2017-11-27	15	2729200	16570931	0.05
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-08-30	40.56	35000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-08-31	40.49	40000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-01	40.55	25300		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-04	41.12	39700		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-05	40.9	12500		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-06	40.43	19200		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-07	41.03	38300		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-11	40.03	5000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-14	41.11	50000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-21	38.95	5000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-22	38.41	2000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-25	38.34	2000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-28	37.99	4000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-09-29	38.91	36500		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-11	38.13	35500		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-12	37.48	30000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-13	37.65	66000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-23	36.86	54000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-24	36.23	26000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-25	36.1	36000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-10-26	36.18	38000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-01	34.14	24650		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-06	32.71	29600		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-07	32.93	45750		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-08	33.36	46000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-09	32.93	20000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-10	32.86	31200		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-13	32.46	38800		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-14	32.74	32000		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-15	32.3	17900		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-16	31.23	20200		
16933362	珠海市富海灿阳投资发展有限公司	富海灿阳	2017-11-22	29.27	46100	8047800	0.0644
16933362	王富斌		2017-11-09	32.77	4000	122000	0.001
16937845	姚卜文		2017-11-29	20.97	1061600	50338544	0.3588
16945752	新余市伊川投资管理有限公司	伊川公司	2017-11-30	16.87	758000	41524540	0.0961
16950671	乌鲁木齐融冰股权投资合伙企业(有限合伙)	融冰投资	2017-09-11	14.572	2007936		
16979321	威朗国际集团有限公司	威朗国际	2017-07-13	30.28	20000		
16979321	威朗国际集团有限公司	威朗国际	2017-08-29	29.23	35000		
16979321	威朗国际集团有限公司	威朗国际	2017-08-30	29.75	1643000		
16979321	威朗国际集团有限公司	威朗国际	2017-08-31	30.13	400000		
16979321	威朗国际集团有限公司	威朗国际	2017-11-14	36.03	10000		
16979321	威朗国际集团有限公司	威朗国际	2017-12-04	29.86	1799981	52553700	0.2502
1701043	华泰集团有限公司	华泰集团	2015-07-15		8209200		
1701043	孙亚军		2015-07-15		44100		
1714512	汪天祥		2015-07-28	18.44	26600		
1714512	余雪松		2015-07-28	18	99900		
1714512	冯静		2015-07-28	17.74	101400		
1714512	周旭东		2015-07-28	18.2	98900		
1714512	洪荣川		2015-07-28	17.6	17200		
1714512	郭子维		2015-07-28	17.6	56800		
1720941	双林集团股份有限公司	双林集团	2015-07-24	19.49	600000		
1726475	北京中泽嘉盟投资中心(有限合伙)	中泽嘉盟	2015-06-03	160.1	932233		
1726475	北京中泽嘉盟投资中心(有限合伙)	中泽嘉盟	2015-06-10	145.04	319200		
1726475	北京中泽嘉盟投资中心(有限合伙)	中泽嘉盟	2015-06-11	145.25	54132		
1726475	北京中泽嘉盟投资中心(有限合伙)	中泽嘉盟	2015-06-12	146.98	550932		
1726475	北京中泽嘉盟投资中心(有限合伙)	中泽嘉盟	2015-08-07	79.33	579934	5499945	0.0257
1765014	刚泰集团有限公司	刚泰集团	2015-07-22		1339953		
1765014	刚泰集团有限公司	刚泰集团	2015-07-27		2583817		
1765014	刚泰集团有限公司	刚泰集团	2015-07-28		3690000	228932414	0.467
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-08-03	5088145.4	347000		
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-08-06	8978570.6	500000		
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-08-07	5532465	300000		
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-08-10	5871990.14	300000		
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-08-11	4234642.48	200000		
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-08-12	3993236.08	200000		
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-08-14	4437392.5	200000		
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-08-17	4404786.8	200000		
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-08-20	3980185	200000		
1767519	中大期货-互换通1号资产管理计划	中大期货	2015-09-17	3598062	285720	192740720	0.2413
1769345	安徽楚江投资集团有限公司	楚江集团	2015-09-21	425.54	300000	219250778	0.5506
1797207	天津百利机械装备集团有限公司	百利装备集团	2015-10-27	6.3503	200000	390160000	0.2446
180139	皙哲投资有限公司	皙哲投资	2012-03-09	7			
180139	皙哲投资有限公司	皙哲投资	2012-03-12	7			
1813438	惠州市德帮实业有限公司	德帮实业	2015-06-01	42.21	450000		
1813438	惠州市德帮实业有限公司	德帮实业	2015-06-12	51.68	700000		
1813438	惠州市德帮实业有限公司	德帮实业	2015-10-28	36.63	750000		
1813438	惠州市德帮实业有限公司	德帮实业	2015-11-12	40.51	2747000	10000057	0.0314
18274268	新疆维实创业投资股份有限公司	新疆维实	2017-12-01	23.24	530000		
18274268	新疆维实创业投资股份有限公司	新疆维实	2017-12-08	19.46	5800000	39651000	0.068
18285008	好利来控股有限公司、旭昇亚洲投资有限公司	好利来控股	2017-09-15	58	1333600		
18285008	好利来控股有限公司、旭昇亚洲投资有限公司	好利来控股	2017-10-19	58.78	666800	29499600	0.4424
18285008	旭昇亚洲投资有限公司	旭昇投资	2017-09-27	56	190000	17310000	0.2596
18285722	云南国际信托有限公司-云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-08	6.99	9998398		
18285722	云南国际信托有限公司-云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-12	6.5	108400	20833548	0.0206
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-11	2.69	3600000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-12	2.69	3340000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-13	2.68	1900000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-18	2.69	4000000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-20	2.68	4000000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-25	2.64	4992297		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-09-26	2.62	3200000		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-12-12	2.31	1997300		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-12-13	2.32	3707700		
18302627	山东省高新技术创业投资有限公司	山东高新投	2017-12-14	2.32	1940200	270301232	0.0827
1839257	仁和集团、杨潇		2015-11-09	10997.7412	10223126		
1839257	仁和(集团)发展有限公司	仁和集团	2015-12-09	2221.8935	2170070		
1839257	仁和(集团)发展有限公司	仁和集团	2015-12-14	12552.1752	12187650	432325012	0.3491
1839676	DTHealthcareInvestmentLimited	DTHealthcare	2015-12-11	23.35	1800000		
1839676	DTHealthcareInvestmentLimited	DTHealthcare	2015-12-14	23.37	3000000	3000000	0.0071
1839676	重庆德同创业投资中心(有限合伙)	重庆德同	2015-12-11	23.35	750000		
1839676	重庆德同创业投资中心(有限合伙)	重庆德同	2015-12-14	23.37	1250000	1250000	0.003
1839676	长三角创业投资企业	长三角创投	2015-12-11	23.35	450000		
1839676	长三角创业投资企业	长三角创投	2015-12-14	23.37	750000	750000	0.0018
1852369	王佳		2015-08-03	4038759	157000		
1852369	王佳		2015-08-25	3996850	169000		
1852369	严立		2015-08-27	3987337.21	193300		
1852369	严立		2015-09-01	6401274.75	332600		
1852369	王佳		2015-12-25	5422495.9	168200		
1852964	四川升达林产工业集团有限公司	升达集团	2015-08-24	8.25	850000		
1852964	四川升达林产工业集团有限公司	升达集团	2015-12-24	9.21	1424600	186713423	0.2902
1853176	北京用友科技有限公司	北京用友科技	2015-06-29	41804965	1000000		
1853176	北京用友科技有限公司	北京用友科技	2015-07-28	37657808.9	1000000		
1853176	北京用友科技有限公司	北京用友科技	2015-09-01	23976313.16	1000057		
1853176	北京用友科技有限公司	北京用友科技	2015-12-28	96562046.25	3041800	419281579	0.2873
1857308	内蒙古博源控股集团有限公司	博源集团	2015-12-30	2198.83	3992913		
1869878	青岛城投金融控股集团有限公司	城投金控	2015-12-30	22.98	295255		
1869878	青岛城投金融控股集团有限公司	城投金控	2016-01-05	19.77	245650		
1869878	青岛城投金融控股集团有限公司	城投金控	2016-01-07	18.69	800000		
1869878	青岛城投金融控股集团有限公司	城投金控	2016-01-08	18.25	1042200		
1869878	青岛城投金融控股集团有限公司	城投金控	2016-01-11	17.04	2523800		
1869878	青岛城投金融控股集团有限公司	城投金控	2016-01-12	16.68	1105100		
1869878	青岛城投金融控股集团有限公司	城投金控	2016-01-13	16.59	1475150		
1869878	青岛城投金融控股集团有限公司	城投金控	2016-01-14	16.39	1505800		
1869878	青岛城投金融控股集团有限公司	城投金控	2016-01-15	17.624	1798804	76652511	0.1
18755044	吉林成朴丰祥股权投资基金合伙企业(有限合伙)	成朴基金	2017-09-08	22.46	4000000		
18755044	吉林成朴丰祥股权投资基金合伙企业(有限合伙)	成朴基金	2017-10-13	29.45	2216000		
18760287	深圳市投资控股有限公司	深投控	2017-12-19	26.16	1387541	12368708	0.0891
18810051	上海磐石欣胜投资合伙企业(有限合伙)	欣胜投资	2017-11-01	15.48	242550		
18810051	上海磐石欣胜投资合伙企业(有限合伙)	欣胜投资	2017-11-02	15.26	186000		
18810051	上海磐石欣胜投资合伙企业(有限合伙)	欣胜投资	2017-11-03	15.48	2560000		
18810051	上海磐石欣胜投资合伙企业(有限合伙)	欣胜投资	2017-12-19	13.36	2511450	18750000	0.0625
1881194	肖欢天		2016-01-28	21.75	30000	1260000	0.0013
18819600	南京栖霞建设股份有限公司	栖霞建设	2017-06-30	11.066	5000000		
18819600	南京栖霞建设股份有限公司	栖霞建设	2017-09-29	10.127	2520000	101000000	0.0679
18832982	南京大学资产经营有限公司	南大资产	2017-11-10	29.57	579400		
18832982	南京大学资产经营有限公司	南大资产	2017-11-13	29.69	179800		
18832982	南京大学资产经营有限公司	南大资产	2017-11-14	32.28	418200	18928200	0.1177
18833148	云南国际信托有限公司-云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-13	6.53	99700		
18833148	云南国际信托有限公司-云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-19	6.31	2234500		
18833148	云南国际信托有限公司-云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-20	6.29	3183000		
18833148	云南国际信托有限公司-云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-21	6.24	2770400		
18833148	云南国际信托有限公司-云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-22	6.26	1437000		
18833148	云南国际信托有限公司-云锦优选集合资金信托计划	云锦优选集合资金信托计划	2017-12-25	6.28	406900	111099095	0.1099
18833564	北京鸿海清科技有限公司	鸿海清科技	2017-09-25	4.65	3017920	11680000	0.0122
18833564	北京鸿基大通投资有限公司	鸿基大通	2017-12-22	4.4	5082000	36238160	0.0378
18839682	深圳市赛格集团有限公司	深圳赛格集团有限公司	2017-12-25	5.02	10066714	58325983	0.0579
18839861	宽街博华于公司	宽街博华	2017-12-20	19.6	743700		
18839861	宽街博华于公司	宽街博华	2017-12-21	19.39	669100		
18839861	宽街博华于公司	宽街博华	2017-12-22	19.34	667000		
18839861	宽街博华于公司	宽街博华	2017-12-25	18.93	649199		
18839861	宽街博华于公司	宽街博华	2017-12-26	18.15	471001		
18849456	畅盈8号集合资产管理计划		2017-12-25	13.41	1528383		
18849456	畅盈8号集合资产管理计划		2017-12-26	13.315	156000		
18849456	畅盈8号集合资产管理计划		2017-12-27	13.338	200117		
18849456	畅盈8号集合资产管理计划		2017-12-28	13.2	291100	16001912	0.05
18849886	张其春		2017-09-22	12.04	138000		
18849886	张其春		2017-09-25	11.69	32800		
18849886	张其春		2017-11-01	11.41	165000		
18849886	张其春		2017-12-05	9.11	339200	2025000	0.0038
18849886	徐传生		2017-12-26	9.743	345000		
18849886	徐传生		2017-12-27	9.604	330000	2025000	0.0038
18850819	北京新华联产业投资有限公司		2017-12-27	15.62	1654800	10913000	0.05
18857159	广东风华高新科技股份有限公司	风华高科	2017-12-28	14.3	2110000	11990000	0.05
18861469	哈尔滨誉衡集团有限公司	誉衡集团	2017-12-12	8.66	15107587		
18861469	哈尔滨誉衡集团有限公司	誉衡集团	2017-12-29	8.38	4950100	20057687	0.0118
18862123	赵欢		2017-07-03	13.835	92000		
18862123	赵欢		2017-12-29	11	20000	756000	0.22
18862211	周学军		2017-11-08	25.48	165700		
18862287	张金德		2017-10-27	14.84	10000		
18862287	张金德		2017-11-01	14.23	78600		
18862287	张金德		2017-11-02	14.3	105000	1559945	0.0051
18862287	康永红		2017-10-31	14.19	247800	1681183	0.0055
18862287	孔剑锋		2017-10-26	15.19	17300		
18862287	孔剑锋		2017-12-26	10.02	60400		
18862287	孔剑锋		2017-12-27	10.1	180800	969010	0.0032
